Date,Time,City,Location,Latitude,Longitude,Direction,Type,Lanes_Blocked,Involved,Hour,DayOfWeek,Month,Year,YearMonth,Incident_Category
2018-08-25,12:32 AM,Quezon City,C5 EASTWOOD,14.60728,121.078528,SB,VEHICULAR ACCIDENT,1.0,10 WHEELER AND VIOS,0.0,Saturday,8,2018,2018-08,Accident
2018-08-25,5:34 AM,San Juan,EDSA PARAMOUNT,14.60728,121.029875,SB,VEHICULAR ACCIDENT,1.0,TOYOTA REGIUS AND RRCG BUS,5.0,Saturday,8,2018,2018-08,Accident
2018-08-25,5:41 AM,Marikina,MHW BURGER KING,14.655615,121.10425,,SELF ACCIDENT,1.0,MOTORCYCLE AND MC RIDER,5.0,Saturday,8,2018,2018-08,Accident
2018-08-25,6:55 AM,Quezon City,QUEZON AVE. DELTA,14.655615,121.026629,WB,MULTIPLE COLLISION,2.0,"TAXI, CAR AND MC",6.0,Saturday,8,2018,2018-08,Accident
2018-08-25,7:10 AM,Quezon City,C5 CALLE INDUSTRIA,14.605472,121.079122,NB,VEHICULAR ACCIDENT,1.0,2 TRUCKS,7.0,Saturday,8,2018,2018-08,Accident
2018-08-26,8:10 AM,Makati City,EDSA ESTRELLA,14.559818,121.040737,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,8.0,Sunday,8,2018,2018-08,Stalled Vehicle
2018-08-26,8:12 AM,Makati City,EDSA MC ARTHUR,14.559818,121.051749,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,8.0,Sunday,8,2018,2018-08,Stalled Vehicle
2018-08-26,8:40 AM,Pasig City,ORTIGAS GREENMEADOWS,14.559818,121.072539,WB,VEHICULAR ACCIDENT,1.0,CAR AND VAN,8.0,Sunday,8,2018,2018-08,Accident
2018-08-26,9:20 AM,Pasig City,COMMONWEALTH TANDANG SORA,14.589279,121.068008,WB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,9.0,Sunday,8,2018,2018-08,Stalled Vehicle
2018-08-26,10:03 AM,Quezon City,COMMONWEALTH REGALADO,14.710474,121.061091,NB,VEHICULAR ACCIDENT,1.0,PUJ AND SUV,10.0,Sunday,8,2018,2018-08,Accident
2018-08-26,10:06 AM,Quezon City,C5 CALLE INDUSTRIA,14.605472,121.079122,NB,VEHICULAR ACCIDENT,1.0,2 SUV'S,10.0,Sunday,8,2018,2018-08,Accident
2018-08-26,11:46 AM,Quezon City,COMMONWEALTH JOCKFER,14.673362,121.08021200000002,WB,STALLED PICK UP DUE TO MECHANICAL PROBLEM,1.0,PICK UP,11.0,Sunday,8,2018,2018-08,Stalled Vehicle
2018-08-26,1:08 PM,Quezon City,EDSA HIGHWAY 54 MALL,14.673362,121.055076,SB,VEHICULAR ACCIDENT,1.0,L300 AND BUS,13.0,Sunday,8,2018,2018-08,Accident
2018-08-26,2:40 PM,Quezon City,EDSA MAIN AVE.,14.61366,121.053801,NB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,14.0,Sunday,8,2018,2018-08,Stalled Vehicle
2018-08-26,3:21 PM,Mandaluyong,QUEZON AVE. EDSA,14.582431,121.054467,WB,VEHICULAR ACCIDENT,1.0,AUV AND CAR,15.0,Sunday,8,2018,2018-08,Accident
2018-08-26,4:34 PM,Quezon City,NORTH AVE. MINDANAO,14.654565,121.035178,EB,VEHICULAR ACCIDENT,2.0,SUV AND TAXI,16.0,Sunday,8,2018,2018-08,Accident
2018-08-26,6:07 PM,Quezon City,COMMONWEALTH DILIMAN PREPARATORY,14.674882,121.081396,EB,VEHICULAR ACCIDENT COMMONWEALTH DILIMAN PREPARAT,1.0,MOTORCYCLE,18.0,Sunday,8,2018,2018-08,Accident
2018-08-26,6:26 PM,Makati City,C5 KALAYAAN BGC-UP,14.556079,121.062936,NB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE,18.0,Sunday,8,2018,2018-08,Accident
2018-08-26,7:34 PM,Makati City,EDSA P. TUAZON,14.556079,121.052548,WB,VEHICULAR ACCIDENT,1.0,AUV AND MOTORCYCLE,19.0,Sunday,8,2018,2018-08,Accident
2018-08-26,8:31 PM,Manila,ROXAS BLVD. KATIGBAK,14.582904,120.975473,NB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND SUV,20.0,Sunday,8,2018,2018-08,Accident
2018-08-26,5:29 AM,Kalookan City,PLAZA AVELINO,14.658468,120.98401,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,5.0,Sunday,8,2018,2018-08,Stalled Vehicle
2018-08-26,6:23 AM,Mandaluyong,"EDSA BONI AVE,",14.574014000000002,121.04841,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,6.0,Sunday,8,2018,2018-08,Stalled Vehicle
2018-08-26,6:41 AM,Mandaluyong,"EDSA BONI AVE,",14.574014000000002,121.04841,SB,HIT AND RUN,1.0,MC,6.0,Sunday,8,2018,2018-08,Other
2018-08-27,7:28 AM,Paraã±Aque,ROXAS BACLARAN,14.528998,120.993456,SB,STALLED SUV DUE TO MECHANICAL PROBLEM,1.0,SUV,7.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,9:25 AM,Quezon City,ESPAÑA JOSEFINA,14.616276,121.00006100000002,WB,RALLYIST ,1.0,,9.0,Monday,8,2018,2018-08,Other
2018-08-27,10:18 AM,Quezon City,EDSA GATE 3 AGUINALDO,14.605745,121.057513,NB,STALLED VAN DUE TO MECHANICAL PROBLEM EDSA GAT,1.0,VAN,10.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,10:18 AM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,WB,STALLED TAXI DUE TO MECHANICAL PROBLEM,1.0,TAXI,10.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,11:32 AM,Mandaluyong,EDSA PIONEER,14.572454,121.047299,NB,VEHICULAR ACCIDENT,1.0,2 CARS,11.0,Monday,8,2018,2018-08,Accident
2018-08-27,2:08 PM,Quezon City,EDSA SANTOLAN SVC. RD.,14.609768,121.055583,SB,VEHICULAR ACCIDENT,1.0,AUV AND PEDESTRIAN,14.0,Monday,8,2018,2018-08,Accident
2018-08-27,3:31 PM,Quezon City,EDSA P. TUAZON TUNNEL,14.616404,121.052548,NB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,15.0,Monday,8,2018,2018-08,Accident
2018-08-27,4:50 PM,Quezon City,EDSA MAIN AVE.,14.61366,121.053801,NB,VEHICULAR ACCIDENT,1.0,CAR AND MC,16.0,Monday,8,2018,2018-08,Accident
2018-08-27,6:08 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,VEHICULAR ACCIDENT,1.0,TAXI AND BUS,18.0,Monday,8,2018,2018-08,Accident
2018-08-27,10:29 PM,Quezon City,COMMONWEALTH LUZON,14.66533,121.070469,EB,VEHICULAR ACCIDENT,1.0,AUV AND TAXI,22.0,Monday,8,2018,2018-08,Accident
2018-08-27,11:12 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,SB,STALLED CAR  DUE TO MECHANICAL PROBLEM,1.0,CAR,23.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,5:09 AM,,MABINI BRIDGE,14.595824,121.001403,SB,,1.0,TRUCK,5.0,Monday,8,2018,2018-08,Other
2018-08-27,5:17 AM,Manila,QUIRINO PLAZA DILAO,14.581010999999998,120.999285,NB,STALLED TRAILER TRUCK DUE TO FLAT TIRE,1.0,TRAILER TRUCK,5.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,6:23 AM,Quezon City,CONGRESIONAL MINDANAO,14.667910999999998,121.033938,WB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,6.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,6:29 AM,Quezon City,EDSA ERMIN GARCIA,14.628035,121.047229,SB,VEHICULAR ACCIDENT,1.0,BUS AND SUV,6.0,Monday,8,2018,2018-08,Accident
2018-08-27,6:32 AM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,SB,VEHICULAR ACCIDENT,1.0,CAR AND L300,6.0,Monday,8,2018,2018-08,Accident
2018-08-27,6:32 AM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,SB,VEHICULAR ACCIDENT,1.0,CAR AND L300,6.0,Monday,8,2018,2018-08,Accident
2018-08-27,6:53 AM,Quezon City,EDSA MAIN AVE.,14.61366,121.053801,SB,VEHICULAR ACCIDENT,1.0,2 TAXI,6.0,Monday,8,2018,2018-08,Accident
2018-08-27,7:02 AM,Quezon City,BONNY SERRANO KATIPUNAN,14.61474,121.070685,WB,STALLED SUV DUE TO MECHANICAL PROBLEM BONNY SERRANO KAT,1.0,SUV,7.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,7:03 AM,Marikina,MARCOS HIGHWAY MAJOR DIZON,14.627753,121.081061,WB,VEHICULAR ACCIDENT,1.0,2 PUJ,7.0,Monday,8,2018,2018-08,Accident
2018-08-27,7:05 AM,Makati City,EDSA BUENDIA,14.554949,121.034967,NB,VEHICULAR ACCIDENT,1.0,SUV AND CAR,7.0,Monday,8,2018,2018-08,Accident
2018-08-27,7:13 AM,Quezon City,QUEZON AVE. ARANETA,14.628351,121.013365,EB,STALLED PUJ DUE TO MECHANICAL PROBLEM,1.0,PUJ,7.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,7:21 AM,Quezon City,EDSA V.V. SOLIVEN,14.604872,121.057809,SB,VEHICULAR ACCIDENT,1.0,BUS AND VAN,7.0,Monday,8,2018,2018-08,Accident
2018-08-27,7:25 AM,Quezon City,QUEZON AVE. SGT. ESGUERRA,14.642921,121.035521,WB,VEHICULAR ACCIDENT,1.0,PUJ AND CAR,7.0,Monday,8,2018,2018-08,Accident
2018-08-27,7:30 AM,Pasig City,MARCOS HIGHWAY AYALA MALL,14.618807,121.092719,EB,STALLED SUV DUE TO MECHANICAL PROBLEM,1.0,SUV,7.0,Monday,8,2018,2018-08,Stalled Vehicle
2018-08-27,7:35 AM,Quezon City,COMMONWEALTH PHILCOA,14.653542000000002,121.052687,WB,VEHICULAR ACCIDENT,1.0,PUJ AND UV EXPRESS,7.0,Monday,8,2018,2018-08,Accident
2018-08-27,7:40 AM,Quezon City,C5 CALLE INDUSTRIA,14.605472,121.079122,NB,VEHICULAR ACCIDENT,1.0,2 SUV'S,7.0,Monday,8,2018,2018-08,Accident
2018-08-27,7:54 AM,Quezon City,CONGRESSIONAL MINDANAO,14.667910999999998,121.033938,EB,VEHICULAR ACCIDENT,1.0,2 SUV,7.0,Monday,8,2018,2018-08,Accident
2018-08-28,7:59 AM,Quezon City,EDSA AURORA,14.621564,121.050149,NB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,7.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,8:03 AM,Quezon City,COMMONWEALTH TANDANG SORA F/O,14.66371,121.068008,WB,VEHICULAR ACCIDENT,1.0,VAN AND MC,8.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,8:27 AM,Quezon City,EDSA SANTOLAN,14.609768,121.055583,SB,MULTIPLE COLLISION,1.0,"SUV, CAR AND MC",8.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,8:36 AM,Mandaluyong,EDSA HIGHWAY 54,14.584119,121.055076,SB,MULTIPLE COLLISION,1.0,2 SUV AND TAXI,8.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,9:08 AM,Quezon City,MAIN AVE.,14.615310999999998,121.057643,SB,VEHICULAR ACCIDENT,1.0,TAXI AND MC,9.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,9:11 AM,Quezon City,QUEZON AVE. TIMOG,14.637123999999998,121.02608,EB,VEHICULAR ACCIDENT,1.0,CAR AND MC,9.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,9:37 AM,Pasig City,C5 ORTIGAS,14.589706,121.079945,SB,STALLED ELF TRUCK DUE TO MECHANICAL PROBLEM,1.0,ELF TRUCK,9.0,Tuesday,8,2018,2018-08,Stalled Vehicle
2018-08-28,9:55 AM,Pasig City,C5 ORTIGAS,14.589706,121.079945,SB,VEHICULAR ACCIDENT,1.0,CAR AND PICK UP,9.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,10:17 AM,Quezon City,COMMONWEALTH ST. PETER CHURCH,14.681615,121.084757,WB,VEHICULAR ACCIDENT,1.0,VAN AND AUV,10.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,10:19 AM,Manila,QUIRINO AVE. CONCORDIA BRIDGE,14.575809,120.995969,WB,VEHICULAR ACCIDENT,1.0,TRUCK AND CAR,10.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,11:20 AM,Quezon City,EDSA KAMUNING,14.630769,121.045945,SB,RALLYIST,1.0,,11.0,Tuesday,8,2018,2018-08,Other
2018-08-28,11:21 AM,Quezon City,KATIPUNAN BONNY SERRANO,14.61474,121.070685,SB,VEHICULAR ACCIDENT KAT,1.0,MC AND CAR,11.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,11:26 AM,Makati City,EDSA BUENDIA,14.554949,121.034967,NB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,11.0,Tuesday,8,2018,2018-08,Stalled Vehicle
2018-08-28,12:15 PM,Makati City,EDSA MAGALLANES,14.540271,121.016837,NB,VEHICULAR ACCIDENT,1.0,BUS AND TAXI,12.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,12:16 PM,Quezon City,EDSA TIMOG,14.63291,121.044944,NB,VEHICULAR ACCIDENT,1.0,BUS AND CAR,12.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,1:14 PM,Quezon City,EAST AVE. SSS,14.640188,121.04673,EB,MULTIPLE COLLISION,2.0,2 SUV AND BUS,13.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,3:33 PM,Quezon City,C5 C.P. GARCIA KATIPUNAN,14.648274,121.074353,NB,VEHICULAR ACCIDENT,2.0,ARMORED VAN AND CAR,15.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,3:42 PM,Quezon City,COMMONWEALTH PHILCOA,14.653542000000002,121.052687,EB,VEHICULAR ACCIDENT,2.0,AUV AND TRUCK,15.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,4:30 PM,Mandaluyong,EDSA ORTIGAS SERVICE ROAD,14.586681,121.056314,NB,VEHICULAR ACCIDENT,2.0,ARMORED VAN AND CAR,16.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,5:11 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,STALLED VAN DUE TO MECHANICAL PROBLEM,1.0,VAN,17.0,Tuesday,8,2018,2018-08,Stalled Vehicle
2018-08-28,5:14 PM,Mandaluyong,EDSA QUEZON AVE. FLY OVER,14.582431,121.054467,NB,VEHICULAR ACCIDENT,2.0,BUS AND CAR,17.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,5:28 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,WB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,17.0,Tuesday,8,2018,2018-08,Stalled Vehicle
2018-08-28,5:32 PM,Quezon City,EDSA MAIN AVE.,14.61366,121.053801,NB,VEHICULAR ACCIDENT,2.0,BUS AND CAR,17.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,5:55 PM,Mandaluyong,EDSA SHAW SERVICE ROAD,14.581153,121.053565,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,17.0,Tuesday,8,2018,2018-08,Stalled Vehicle
2018-08-28,6:02 PM,Quezon City,ELLIPTICAL NORTH AVE.,14.652094,121.046419,NB,VEHICULAR ACCIDENT,1.0,2 VANS,18.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,6:06 PM,Quezon City,COMMONWEALTH DILLIMAN,14.659263,121.06126100000002,EB,VEHICULAR ACCIDENT,1.0,SUV AND MC,18.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,6:10 PM,Quezon City,COMMONWEALTH SANDIGAN,14.686982999999998,121.087042,EB,VEHICULAR ACCIDENT,1.0,CAR AND MC,18.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,6:10 PM,Quezon City,COMMONWEALTH SANDIGAN,14.686982999999998,121.087042,EB,VEHICULAR ACCIDENT,1.0,CAR AND MC,18.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,6:53 PM,Quezon City,KALAYAAN AVE. COR. KAMIAS,14.633242999999998,121.054402,,VEHICULAR ACCIDENT,1.0,2 MOTORCYCLES,18.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,8:08 PM,Quezon City,QUEZON AVE. HI-TOP,14.642921,121.035521,EB,VEHICULAR ACCIDENT,2.0,2 CARS,20.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,8:20 PM,Quezon City,COMMONWEALTH PHILCOA,14.653542000000002,121.052687,EB,STALLED BUS DUE TO MECHANICAL DEFECT,1.0,BUS,20.0,Tuesday,8,2018,2018-08,Stalled Vehicle
2018-08-28,10:22 PM,Mandaluyong,EDSA BONI MRT,14.574014000000002,121.04841,NB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND CAR,22.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,10:38 PM,Mandaluyong,EDSA BONI MRT,14.574014000000002,121.04841,NB,VEHICULAR ACCIDENT,1.0,SUV AND TAXI,22.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,11:07 PM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,VEHICULAR ACCIDENT,1.0,BUS AND CAR,23.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,11:07 PM,Quezon City,COMMONWEALTH LUZON,14.66533,121.070469,EB,VEHICULAR ACCIDENT,1.0,MC AND CAR,23.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,1:12 AM,Quezon City,EDSA KAINGIN,14.66533,121.070469,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,1.0,Tuesday,8,2018,2018-08,Stalled Vehicle
2018-08-28,1:52 AM,Makati City,EDSA GUADALUPE,14.566348,121.045356,SB,STALLED VAN DUE TO MECHANICAL PROBLEM,1.0,VAN,1.0,Tuesday,8,2018,2018-08,Stalled Vehicle
2018-08-28,5:37 AM,Quezon City,C.P GARCIA KATIPUNAN,14.648274,121.074353,NB,VEHICULAR ACCIDENT,1.0,TRUCK AND TAXI,5.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,6:30 AM,Mandaluyong,EDSA SHAW,14.581153,121.053565,SB,VEHICULAR ACCIDENT,1.0,BUS AND L300,6.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,6:30 AM,Pasig City,C5 LANUZA,14.577625,121.073462,SB,VEHICULAR ACCIDENT,1.0,MC AND CAR,6.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,7:32 AM,Quezon City,COMMONWEALTH PHILCOA,14.653542000000002,121.052687,WB,VEHICULAR ACCIDENT,1.0,TAXI AND AUV,7.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,7:38 AM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,MULTIPLE COLLISION,2.0,3 CARS,7.0,Tuesday,8,2018,2018-08,Accident
2018-08-28,7:40 AM,Quezon City,EDSA NEW YORK,14.625695,121.048294,SB,VEHICULAR ACCIDENT,1.0,PICK UP AND CAR,7.0,Tuesday,8,2018,2018-08,Accident
2018-08-29,7:57 AM,Mandaluyong,EDSA CENTRAL,14.57981,121.05291499999998,NB,VEHICULAR ACCIDENT,1.0,2 BUSES,7.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,8:06 AM,Quezon City,KATIPUNAN UP TOWN,14.651395,121.074415,SB,VEHICULAR ACCIDENT KAT,1.0,AUV AND SUV,8.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,8:48 AM,Quezon City,QUEZON AVE. CORDILLERA,14.621747,121.006129,EB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,8.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,9:42 AM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,VEHICULAR ACCIDENT,1.0,CAR AND SUV,9.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,10:20 AM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,VEHICULAR ACCIDENT,1.0,CAR AND BUS,10.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,10:30 AM,Quezon City,EDSA AURORA TUNNEL,14.621564,121.050149,SB,STALLED CAR DUE TO MECHANICAL PROBLEM,1.0,CAR,10.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,12:20 PM,Pasig City,C5 LANUZA,14.577625,121.073462,NB,ONGOING TEC LANE MARKING,1.0,,12.0,Wednesday,8,2018,2018-08,Other
2018-08-29,12:49 PM,Makati City,EDSA MAGALLANES,14.540271,121.016837,SB,VEHICULAR ACCIDENT,1.0,TAXI AND CAR,12.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,12:49 PM,Quezon City,KATIPUNAN MIRIAM,14.644291,121.074626,NB,VEHICULAR ACCIDENT KAT,1.0,TRUCK AND CAR,12.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,1:15 PM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,13.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,1:45 PM,Quezon City,QUEZON AVE. 4TH ST.,14.639791,121.030374,WB,VEHICULAR ACCIDENT,1.0,2 CARS,13.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,2:45 PM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,NB,STALLED AUV DUE TO MECHANICAL PROBLEM,1.0,AUV,14.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,2:29 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1.0,2-MOTORCYCLES,14.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,3:05 PM,Kalookan City,EDSA GENERAL TINIO,14.657217,120.990164,NB,VEHICULAR ACCIDENT,1.0,MC AND CAR,15.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,3:30 PM,Quezon City,EDSA SANTOLAN MRT,14.609768,121.055583,SB,VEHICULAR ACCIDENT,1.0,SUV AND CAR,15.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,3:42 PM,Quezon City,KATIPUNAN LABOR HOSPITAL,14.621787,121.073449,NB,STALLED TRUCK DUE TO MECHANICAL DEFECT KAT,1.0,TRUCK,15.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,4:06 PM,Quezon City,EDSA FARMERS,14.619717,121.050978,NB,STALLED BUS DUE TO MECHANICAL DEFECT,1.0,BUS,16.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,4:53 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1.0,2 SUV,16.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,5:11 PM,Quezon City,QUEZON AVENUE ARANETA,14.628351,121.013365,WB,VEHICULAR ACCIDENT,1.0,2 CAR,17.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,6:15 PM,Quezon City,EDSA NEPA Q. MART,14.627928,121.047259,NB,STALLED BUS DUE TO MECHANICAL DEFECT,1.0,BUS,18.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,6:21 PM,Quezon City,COMMONWEALTH NEW ERA CENTRAL,14.662621,121.0664,WB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND TRICYCLE,18.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,6:31 PM,Quezon City,C5 KATIPUNAN AVENUE. C.P. GARCIA,14.648274,121.074353,SB,VEHICULAR ACCIDENT C5 KAT,1.0,AUV AND SUV,18.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,6:38 PM,Pasig City,MARCOS HIGHWAY DELA PAZ,14.619422,121.095678,EB,STALLED PUJ DUE TO FLAT TIRE,1.0,PUJ,18.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,6:44 PM,Quezon City,EDSA SANTOLAN MRT,14.609768,121.055583,NB,VEHICULAR ACCIDENT,1.0,CAR AND TAXI,18.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,8:05 PM,Quezon City,EDSA SM NORTH,14.662621,121.0664,NB,VEHICULAR ACCIDENT,1.0,2 BUSES,20.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,8:12 PM,Makati City,C5 MCKINLEY,14.54081,121.055331,SB,VEHICULAR ACCIDENT,1.0,2 CARS,20.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,8:40 PM,Quezon City,NORTH AVENUE MINDANAO AVENUEE,14.654392,121.035159,EB,VEHICULAR ACCIDENT,1.0,PUJ AND UV EXPRESS,20.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,9:01 PM,Manila,ROXAS BLVD. QUIRINO AVE.,14.564343,120.984942,NB,VEHICULAR ACCIDENT,1.0,MOTORCYCLE AND PEDESTRIAN,21.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,9:01 PM,Quezon City,MINDANAO AVENUE SAUYO,14.68552,121.031821,NB,VEHICULAR ACCIDENT,1.0,AUV AND CLOSED VAN,21.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,9:20 PM,Quezon City,EDSA BANSALANGIN,14.656235,121.02736000000002,SB,STALLED TAXI DUE TO MECHANICAL DEFECT,1.0,TAXI,21.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,11:12 PM,Makati City,EDSA GUADALUPE,14.566348,121.045356,SB,VEHICULAR ACCIDENT,1.0,AUV AND TRICYCLE,23.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,3:05 AM,Quezon City,EAST AVE.,14.641866,121.04706000000002,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,3.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,4:55 AM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,VEHICULAR ACCIDENT,1.0,BUS AND AUV,4.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,5:38 AM,Paraã±Aque,ROXAS BLVD AIRPORT ROAD,14.527329,120.993651,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1.0,TRUCK,5.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,5:40 AM,Mandaluyong,EDSA STARMALL,14.582431,121.054467,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1.0,BUS,5.0,Wednesday,8,2018,2018-08,Stalled Vehicle
2018-08-29,6:40 AM,Makati City,EDSA BUENDIA,14.554949,121.034967,SB,VEHICULAR ACCIDENT,1.0,2 CARS,6.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,6:50 AM,Pasig City,C5 JULIA VARGAS,14.582681,121.076837,NB,VEHICULAR ACCIDENT,1.0,L300 AND CAR,6.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,7:07 AM,Quezon City,EDSA MONTE DE PIEDAD,14.62385,121.049123,SB,VEHICULAR ACCIDENT,1.0,2 BUSES,7.0,Wednesday,8,2018,2018-08,Accident
2018-08-29,7:24 AM,Quezon City,KATIPUNAN B. SERRANO,14.61474,121.070685,WB,VEHICULAR ACCIDENT KAT,1.0,PUJ AND AUV,7.0,Wednesday,8,2018,2018-08,Accident
