Day,Year,Month_Name,Ridership,Date_Str,Date,Month,DayOfWeek,YearMonth
25,2007,August,349453.0,2007-August-25,2007-08-25,8,Saturday,2007-08
26,2007,August,218445.0,2007-August-26,2007-08-26,8,Sunday,2007-08
27,2007,August,233402.0,2007-August-27,2007-08-27,8,Monday,2007-08
28,2007,August,466813.0,2007-August-28,2007-08-28,8,Tuesday,2007-08
29,2007,August,463267.0,2007-August-29,2007-08-29,8,Wednesday,2007-08
30,2007,August,455442.0,2007-August-30,2007-08-30,8,Thursday,2007-08
31,2007,August,489554.0,2007-August-31,2007-08-31,8,Friday,2007-08
1,2008,August,488953.0,2008-August-1,2008-08-01,8,Friday,2008-08
2,2008,August,360058.0,2008-August-2,2008-08-02,8,Saturday,2008-08
3,2008,August,249625.0,2008-August-3,2008-08-03,8,Sunday,2008-08
4,2008,August,473879.0,2008-August-4,2008-08-04,8,Monday,2008-08
5,2008,August,478523.0,2008-August-5,2008-08-05,8,Tuesday,2008-08
6,2008,August,493475.0,2008-August-6,2008-08-06,8,Wednesday,2008-08
7,2008,August,474011.0,2008-August-7,2008-08-07,8,Thursday,2008-08
8,2008,August,490096.0,2008-August-8,2008-08-08,8,Friday,2008-08
9,2008,August,347190.0,2008-August-9,2008-08-09,8,Saturday,2008-08
10,2008,August,260251.0,2008-August-10,2008-08-10,8,Sunday,2008-08
11,2008,August,463596.0,2008-August-11,2008-08-11,8,Monday,2008-08
12,2008,August,474226.0,2008-August-12,2008-08-12,8,Tuesday,2008-08
13,2008,August,486746.0,2008-August-13,2008-08-13,8,Wednesday,2008-08
14,2008,August,468838.0,2008-August-14,2008-08-14,8,Thursday,2008-08
15,2008,August,502064.0,2008-August-15,2008-08-15,8,Friday,2008-08
16,2008,August,365588.0,2008-August-16,2008-08-16,8,Saturday,2008-08
17,2008,August,235736.0,2008-August-17,2008-08-17,8,Sunday,2008-08
18,2008,August,261495.0,2008-August-18,2008-08-18,8,Monday,2008-08
19,2008,August,465486.0,2008-August-19,2008-08-19,8,Tuesday,2008-08
20,2008,August,456012.0,2008-August-20,2008-08-20,8,Wednesday,2008-08
21,2008,August,458098.0,2008-August-21,2008-08-21,8,Thursday,2008-08
22,2008,August,507374.0,2008-August-22,2008-08-22,8,Friday,2008-08
23,2008,August,365699.0,2008-August-23,2008-08-23,8,Saturday,2008-08
24,2008,August,217611.0,2008-August-24,2008-08-24,8,Sunday,2008-08
25,2008,August,251140.0,2008-August-25,2008-08-25,8,Monday,2008-08
26,2008,August,495141.0,2008-August-26,2008-08-26,8,Tuesday,2008-08
27,2008,August,478094.0,2008-August-27,2008-08-27,8,Wednesday,2008-08
28,2008,August,470644.0,2008-August-28,2008-08-28,8,Thursday,2008-08
29,2008,August,490460.0,2008-August-29,2008-08-29,8,Friday,2008-08
30,2008,August,364555.0,2008-August-30,2008-08-30,8,Saturday,2008-08
31,2008,August,227106.0,2008-August-31,2008-08-31,8,Sunday,2008-08
1,2009,August,355693.0,2009-August-1,2009-08-01,8,Saturday,2009-08
2,2009,August,250715.0,2009-August-2,2009-08-02,8,Sunday,2009-08
3,2009,August,475915.0,2009-August-3,2009-08-03,8,Monday,2009-08
4,2009,August,501562.0,2009-August-4,2009-08-04,8,Tuesday,2009-08
5,2009,August,262749.0,2009-August-5,2009-08-05,8,Wednesday,2009-08
6,2009,August,468940.0,2009-August-6,2009-08-06,8,Thursday,2009-08
7,2009,August,491421.0,2009-August-7,2009-08-07,8,Friday,2009-08
8,2009,August,374458.0,2009-August-8,2009-08-08,8,Saturday,2009-08
9,2009,August,248998.0,2009-August-9,2009-08-09,8,Sunday,2009-08
10,2009,August,492947.0,2009-August-10,2009-08-10,8,Monday,2009-08
11,2009,August,496639.0,2009-August-11,2009-08-11,8,Tuesday,2009-08
12,2009,August,474536.0,2009-August-12,2009-08-12,8,Wednesday,2009-08
13,2009,August,527227.0,2009-August-13,2009-08-13,8,Thursday,2009-08
14,2009,August,501136.0,2009-August-14,2009-08-14,8,Friday,2009-08
15,2009,August,381650.0,2009-August-15,2009-08-15,8,Saturday,2009-08
16,2009,August,217986.0,2009-August-16,2009-08-16,8,Sunday,2009-08
17,2009,August,492253.0,2009-August-17,2009-08-17,8,Monday,2009-08
18,2009,August,435018.0,2009-August-18,2009-08-18,8,Tuesday,2009-08
19,2009,August,488329.0,2009-August-19,2009-08-19,8,Wednesday,2009-08
20,2009,August,503376.0,2009-August-20,2009-08-20,8,Thursday,2009-08
21,2009,August,322283.0,2009-August-21,2009-08-21,8,Friday,2009-08
22,2009,August,334687.0,2009-August-22,2009-08-22,8,Saturday,2009-08
23,2009,August,239032.0,2009-August-23,2009-08-23,8,Sunday,2009-08
24,2009,August,480719.0,2009-August-24,2009-08-24,8,Monday,2009-08
25,2009,August,475691.0,2009-August-25,2009-08-25,8,Tuesday,2009-08
26,2009,August,491769.0,2009-August-26,2009-08-26,8,Wednesday,2009-08
27,2009,August,493372.0,2009-August-27,2009-08-27,8,Thursday,2009-08
28,2009,August,499695.0,2009-August-28,2009-08-28,8,Friday,2009-08
29,2009,August,383026.0,2009-August-29,2009-08-29,8,Saturday,2009-08
30,2009,August,248492.0,2009-August-30,2009-08-30,8,Sunday,2009-08
31,2009,August,271144.0,2009-August-31,2009-08-31,8,Monday,2009-08
1,2010,August,249568.0,2010-August-1,2010-08-01,8,Sunday,2010-08
2,2010,August,477649.0,2010-August-2,2010-08-02,8,Monday,2010-08
3,2010,August,491573.0,2010-August-3,2010-08-03,8,Tuesday,2010-08
4,2010,August,481674.0,2010-August-4,2010-08-04,8,Wednesday,2010-08
5,2010,August,492344.0,2010-August-5,2010-08-05,8,Thursday,2010-08
6,2010,August,493638.0,2010-August-6,2010-08-06,8,Friday,2010-08
7,2010,August,340998.0,2010-August-7,2010-08-07,8,Saturday,2010-08
8,2010,August,230491.0,2010-August-8,2010-08-08,8,Sunday,2010-08
9,2010,August,494706.0,2010-August-9,2010-08-09,8,Monday,2010-08
10,2010,August,498862.0,2010-August-10,2010-08-10,8,Tuesday,2010-08
11,2010,August,495785.0,2010-August-11,2010-08-11,8,Wednesday,2010-08
12,2010,August,481617.0,2010-August-12,2010-08-12,8,Thursday,2010-08
13,2010,August,502901.0,2010-August-13,2010-08-13,8,Friday,2010-08
14,2010,August,380045.0,2010-August-14,2010-08-14,8,Saturday,2010-08
15,2010,August,240765.0,2010-August-15,2010-08-15,8,Sunday,2010-08
16,2010,August,504370.0,2010-August-16,2010-08-16,8,Monday,2010-08
17,2010,August,478575.0,2010-August-17,2010-08-17,8,Tuesday,2010-08
18,2010,August,490759.0,2010-August-18,2010-08-18,8,Wednesday,2010-08
19,2010,August,457875.0,2010-August-19,2010-08-19,8,Thursday,2010-08
20,2010,August,513679.0,2010-August-20,2010-08-20,8,Friday,2010-08
21,2010,August,317091.0,2010-August-21,2010-08-21,8,Saturday,2010-08
22,2010,August,229446.0,2010-August-22,2010-08-22,8,Sunday,2010-08
23,2010,August,477749.0,2010-August-23,2010-08-23,8,Monday,2010-08
24,2010,August,486072.0,2010-August-24,2010-08-24,8,Tuesday,2010-08
25,2010,August,478132.0,2010-August-25,2010-08-25,8,Wednesday,2010-08
26,2010,August,509071.0,2010-August-26,2010-08-26,8,Thursday,2010-08
27,2010,August,509999.0,2010-August-27,2010-08-27,8,Friday,2010-08
28,2010,August,349207.0,2010-August-28,2010-08-28,8,Saturday,2010-08
29,2010,August,251653.0,2010-August-29,2010-08-29,8,Sunday,2010-08
30,2010,August,269907.0,2010-August-30,2010-08-30,8,Monday,2010-08
31,2010,August,508024.0,2010-August-31,2010-08-31,8,Tuesday,2010-08
1,2011,August,501071.0,2011-August-1,2011-08-01,8,Monday,2011-08
2,2011,August,472138.0,2011-August-2,2011-08-02,8,Tuesday,2011-08
3,2011,August,507955.0,2011-August-3,2011-08-03,8,Wednesday,2011-08
4,2011,August,479598.0,2011-August-4,2011-08-04,8,Thursday,2011-08
5,2011,August,530646.0,2011-August-5,2011-08-05,8,Friday,2011-08
6,2011,August,377461.0,2011-August-6,2011-08-06,8,Saturday,2011-08
7,2011,August,249507.0,2011-August-7,2011-08-07,8,Sunday,2011-08
8,2011,August,499036.0,2011-August-8,2011-08-08,8,Monday,2011-08
9,2011,August,519182.0,2011-August-9,2011-08-09,8,Tuesday,2011-08
10,2011,August,517934.0,2011-August-10,2011-08-10,8,Wednesday,2011-08
11,2011,August,488130.0,2011-August-11,2011-08-11,8,Thursday,2011-08
12,2011,August,492408.0,2011-August-12,2011-08-12,8,Friday,2011-08
13,2011,August,403775.0,2011-August-13,2011-08-13,8,Saturday,2011-08
14,2011,August,279407.0,2011-August-14,2011-08-14,8,Sunday,2011-08
15,2011,August,535344.0,2011-August-15,2011-08-15,8,Monday,2011-08
16,2011,August,515545.0,2011-August-16,2011-08-16,8,Tuesday,2011-08
17,2011,August,508974.0,2011-August-17,2011-08-17,8,Wednesday,2011-08
18,2011,August,526716.0,2011-August-18,2011-08-18,8,Thursday,2011-08
19,2011,August,499380.0,2011-August-19,2011-08-19,8,Friday,2011-08
20,2011,August,386338.0,2011-August-20,2011-08-20,8,Saturday,2011-08
21,2011,August,248011.0,2011-August-21,2011-08-21,8,Sunday,2011-08
22,2011,August,514215.0,2011-August-22,2011-08-22,8,Monday,2011-08
23,2011,August,488843.0,2011-August-23,2011-08-23,8,Tuesday,2011-08
24,2011,August,518533.0,2011-August-24,2011-08-24,8,Wednesday,2011-08
25,2011,August,538200.0,2011-August-25,2011-08-25,8,Thursday,2011-08
26,2011,August,525276.0,2011-August-26,2011-08-26,8,Friday,2011-08
27,2011,August,358240.0,2011-August-27,2011-08-27,8,Saturday,2011-08
28,2011,August,242145.0,2011-August-28,2011-08-28,8,Sunday,2011-08
29,2011,August,263328.0,2011-August-29,2011-08-29,8,Monday,2011-08
30,2011,August,294072.0,2011-August-30,2011-08-30,8,Tuesday,2011-08
31,2011,August,517676.0,2011-August-31,2011-08-31,8,Wednesday,2011-08
1,2012,August,560114.0,2012-August-1,2012-08-01,8,Wednesday,2012-08
2,2012,August,551763.0,2012-August-2,2012-08-02,8,Thursday,2012-08
3,2012,August,578642.0,2012-August-3,2012-08-03,8,Friday,2012-08
4,2012,August,433009.0,2012-August-4,2012-08-04,8,Saturday,2012-08
5,2012,August,271508.0,2012-August-5,2012-08-05,8,Sunday,2012-08
6,2012,August,559288.0,2012-August-6,2012-08-06,8,Monday,2012-08
7,2012,August,155396.0,2012-August-7,2012-08-07,8,Tuesday,2012-08
8,2012,August,295177.0,2012-August-8,2012-08-08,8,Wednesday,2012-08
9,2012,August,426534.0,2012-August-9,2012-08-09,8,Thursday,2012-08
10,2012,August,566650.0,2012-August-10,2012-08-10,8,Friday,2012-08
11,2012,August,421196.0,2012-August-11,2012-08-11,8,Saturday,2012-08
12,2012,August,266300.0,2012-August-12,2012-08-12,8,Sunday,2012-08
13,2012,August,590686.0,2012-August-13,2012-08-13,8,Monday,2012-08
14,2012,August,557265.0,2012-August-14,2012-08-14,8,Tuesday,2012-08
15,2012,August,606969.0,2012-August-15,2012-08-15,8,Wednesday,2012-08
16,2012,August,563874.0,2012-August-16,2012-08-16,8,Thursday,2012-08
17,2012,August,622880.0,2012-August-17,2012-08-17,8,Friday,2012-08
18,2012,August,466607.0,2012-August-18,2012-08-18,8,Saturday,2012-08
19,2012,August,284310.0,2012-August-19,2012-08-19,8,Sunday,2012-08
20,2012,August,331132.0,2012-August-20,2012-08-20,8,Monday,2012-08
21,2012,August,324756.0,2012-August-21,2012-08-21,8,Tuesday,2012-08
22,2012,August,608453.0,2012-August-22,2012-08-22,8,Wednesday,2012-08
23,2012,August,578637.0,2012-August-23,2012-08-23,8,Thursday,2012-08
24,2012,August,595212.0,2012-August-24,2012-08-24,8,Friday,2012-08
25,2012,August,438396.0,2012-August-25,2012-08-25,8,Saturday,2012-08
26,2012,August,282889.0,2012-August-26,2012-08-26,8,Sunday,2012-08
27,2012,August,319725.0,2012-August-27,2012-08-27,8,Monday,2012-08
28,2012,August,587052.0,2012-August-28,2012-08-28,8,Tuesday,2012-08
29,2012,August,587958.0,2012-August-29,2012-08-29,8,Wednesday,2012-08
30,2012,August,579838.0,2012-August-30,2012-08-30,8,Thursday,2012-08
31,2012,August,600083.0,2012-August-31,2012-08-31,8,Friday,2012-08
1,2013,August,586149.0,2013-August-1,2013-08-01,8,Thursday,2013-08
2,2013,August,612596.0,2013-August-2,2013-08-02,8,Friday,2013-08
3,2013,August,440719.0,2013-August-3,2013-08-03,8,Saturday,2013-08
4,2013,August,280724.0,2013-August-4,2013-08-04,8,Sunday,2013-08
5,2013,August,575654.0,2013-August-5,2013-08-05,8,Monday,2013-08
6,2013,August,547223.0,2013-August-6,2013-08-06,8,Tuesday,2013-08
7,2013,August,582322.0,2013-August-7,2013-08-07,8,Wednesday,2013-08
8,2013,August,615322.0,2013-August-8,2013-08-08,8,Thursday,2013-08
9,2013,August,357761.0,2013-August-9,2013-08-09,8,Friday,2013-08
10,2013,August,385640.0,2013-August-10,2013-08-10,8,Saturday,2013-08
11,2013,August,267431.0,2013-August-11,2013-08-11,8,Sunday,2013-08
12,2013,August,497490.0,2013-August-12,2013-08-12,8,Monday,2013-08
13,2013,August,564561.0,2013-August-13,2013-08-13,8,Tuesday,2013-08
14,2013,August,583955.0,2013-August-14,2013-08-14,8,Wednesday,2013-08
15,2013,August,575789.0,2013-August-15,2013-08-15,8,Thursday,2013-08
16,2013,August,609796.0,2013-August-16,2013-08-16,8,Friday,2013-08
17,2013,August,421388.0,2013-August-17,2013-08-17,8,Saturday,2013-08
18,2013,August,254726.0,2013-August-18,2013-08-18,8,Sunday,2013-08
19,2013,August,333277.0,2013-August-19,2013-08-19,8,Monday,2013-08
20,2013,August,207367.0,2013-August-20,2013-08-20,8,Tuesday,2013-08
21,2013,August,218048.0,2013-August-21,2013-08-21,8,Wednesday,2013-08
22,2013,August,508004.0,2013-August-22,2013-08-22,8,Thursday,2013-08
23,2013,August,592014.0,2013-August-23,2013-08-23,8,Friday,2013-08
24,2013,August,412482.0,2013-August-24,2013-08-24,8,Saturday,2013-08
25,2013,August,281393.0,2013-August-25,2013-08-25,8,Sunday,2013-08
26,2013,August,318169.0,2013-August-26,2013-08-26,8,Monday,2013-08
27,2013,August,580711.0,2013-August-27,2013-08-27,8,Tuesday,2013-08
28,2013,August,588133.0,2013-August-28,2013-08-28,8,Wednesday,2013-08
29,2013,August,573401.0,2013-August-29,2013-08-29,8,Thursday,2013-08
30,2013,August,620963.0,2013-August-30,2013-08-30,8,Friday,2013-08
31,2013,August,444503.0,2013-August-31,2013-08-31,8,Saturday,2013-08
1,2014,August,582959.0,2014-August-1,2014-08-01,8,Friday,2014-08
2,2014,August,430249.0,2014-August-2,2014-08-02,8,Saturday,2014-08
3,2014,August,278727.0,2014-August-3,2014-08-03,8,Sunday,2014-08
4,2014,August,578137.0,2014-August-4,2014-08-04,8,Monday,2014-08
5,2014,August,567963.0,2014-August-5,2014-08-05,8,Tuesday,2014-08
6,2014,August,583239.0,2014-August-6,2014-08-06,8,Wednesday,2014-08
7,2014,August,571954.0,2014-August-7,2014-08-07,8,Thursday,2014-08
8,2014,August,597103.0,2014-August-8,2014-08-08,8,Friday,2014-08
9,2014,August,445759.0,2014-August-9,2014-08-09,8,Saturday,2014-08
10,2014,August,277744.0,2014-August-10,2014-08-10,8,Sunday,2014-08
11,2014,August,554101.0,2014-August-11,2014-08-11,8,Monday,2014-08
12,2014,August,567912.0,2014-August-12,2014-08-12,8,Tuesday,2014-08
13,2014,August,518063.0,2014-August-13,2014-08-13,8,Wednesday,2014-08
14,2014,August,500473.0,2014-August-14,2014-08-14,8,Thursday,2014-08
15,2014,August,522933.0,2014-August-15,2014-08-15,8,Friday,2014-08
16,2014,August,410977.0,2014-August-16,2014-08-16,8,Saturday,2014-08
17,2014,August,249950.0,2014-August-17,2014-08-17,8,Sunday,2014-08
18,2014,August,536822.0,2014-August-18,2014-08-18,8,Monday,2014-08
19,2014,August,492351.0,2014-August-19,2014-08-19,8,Tuesday,2014-08
20,2014,August,540513.0,2014-August-20,2014-08-20,8,Wednesday,2014-08
21,2014,August,341351.0,2014-August-21,2014-08-21,8,Thursday,2014-08
22,2014,August,520123.0,2014-August-22,2014-08-22,8,Friday,2014-08
23,2014,August,153212.0,2014-August-23,2014-08-23,8,Saturday,2014-08
24,2014,August,231020.0,2014-August-24,2014-08-24,8,Sunday,2014-08
25,2014,August,264847.0,2014-August-25,2014-08-25,8,Monday,2014-08
26,2014,August,500262.0,2014-August-26,2014-08-26,8,Tuesday,2014-08
27,2014,August,472672.0,2014-August-27,2014-08-27,8,Wednesday,2014-08
28,2014,August,502565.0,2014-August-28,2014-08-28,8,Thursday,2014-08
29,2014,August,523201.0,2014-August-29,2014-08-29,8,Friday,2014-08
30,2014,August,406977.0,2014-August-30,2014-08-30,8,Saturday,2014-08
31,2014,August,262268.0,2014-August-31,2014-08-31,8,Sunday,2014-08
1,2015,August,302246.00000000006,2015-August-1,2015-08-01,8,Saturday,2015-08
2,2015,August,181174.0,2015-August-2,2015-08-02,8,Sunday,2015-08
3,2015,August,376104.00000000006,2015-August-3,2015-08-03,8,Monday,2015-08
4,2015,August,337696.99999999994,2015-August-4,2015-08-04,8,Tuesday,2015-08
5,2015,August,382435.9999999999,2015-August-5,2015-08-05,8,Wednesday,2015-08
6,2015,August,360960.0,2015-August-6,2015-08-06,8,Thursday,2015-08
